0 0
1 0.0272098826483
2 0.0398069379949
3 0.0579775086175
4 0.0698742270542
5 0.0807526335987
6 0.102437512792
7 0.10635515527
8 0.11076612876
9 0.135473512526
10 0.147948829899
11 0.171410312108
12 0.174588053279
13 0.186758460449
14 0.190923513823
15 0.199946613594
16 0.227412116729
17 0.233539098424
18 0.238558665501
19 0.244088897475
20 0.257721464684
21 0.271761526298
22 0.296726460527
23 0.304206535754
24 0.318275218683
25 0.338397045536
26 0.340308287273
27 0.341266523383
28 0.352244826145
29 0.381276500246
30 0.409969810795
31 0.417285021257
32 0.420813982654
33 0.438334913261
34 0.448530663808
35 0.463532627505
36 0.477680579742
37 0.480536636312
38 0.507537033434
39 0.526849405195
40 0.529484894594
41 0.55723767101
42 0.581086230058
43 0.591685431639
44 0.617362409708
45 0.634441887201
46 0.646969845617
47 0.649702949833
48 0.66949137302
49 0.669925055123
50 0.691455551301
51 0.700538235654
52 0.713039327851
53 0.713403760841
54 0.727392089612
55 0.735057533847
56 0.743132673383
57 0.749221559964
58 0.769128930066
59 0.791177190177
60 0.793196310519
61 0.803484955475
62 0.804058004894
63 0.821952094395
64 0.833423238734
65 0.838829767005
66 0.861965401996
67 0.882689476118
68 0.892137917772
69 0.899679967738
70 0.902535684112
71 0.918985678708
72 0.920188427229
73 0.93660591784
74 0.956352224874
75 0.983747122643
76 0.99110665593
77 0.999033859157
78 1.0
79 1.0
80 1.0
81 1.0
82 1.0
83 1.0
84 1.0
85 1.0
86 1.0
87 1.0
88 1.0
89 1.0
90 1.0
91 1.0
92 1.0
93 1.0
94 1.0
95 1.0
96 1.0
97 1.0
98 1.0
99 1.0
100 1.0
